,place,pm10,so2,co,o3,no2,AQI_category
420,Place_1,72.0,5.0,36.0,47.0,16.0,SEDANG
421,Place_1,59.0,3.0,26.0,70.0,12.0,SEDANG
422,Place_1,61.0,8.0,33.0,71.0,20.0,SEDANG
423,Place_1,59.0,8.0,30.0,60.0,17.0,SEDANG
424,Place_1,65.0,6.0,31.0,60.0,16.0,SEDANG
425,Place_1,88.0,10.0,42.0,101.0,26.0,TIDAK SEHAT
426,Place_1,77.0,6.0,38.0,70.0,26.0,SEDANG
427,Place_1,72.0,6.0,30.0,58.0,23.0,SEDANG
428,Place_1,78.0,5.0,45.0,60.0,16.0,SEDANG
429,Place_1,68.0,3.0,40.0,63.0,22.0,SEDANG
430,Place_1,83.0,5.0,49.0,50.0,21.0,SEDANG
431,Place_1,61.0,6.0,51.0,47.0,20.0,SEDANG
432,Place_1,85.0,7.0,62.0,60.0,26.0,SEDANG
433,Place_1,69.0,7.0,36.0,63.0,22.0,SEDANG
434,Place_1,86.0,12.0,67.0,63.0,27.0,SEDANG
435,Place_1,80.0,4.0,50.0,58.0,14.0,SEDANG
436,Place_1,80.0,4.0,45.0,84.0,26.0,SEDANG
437,Place_1,77.0,7.0,52.0,71.0,22.0,SEDANG
438,Place_1,66.0,10.0,36.0,70.0,18.0,SEDANG
439,Place_1,80.0,11.0,48.0,107.0,27.0,TIDAK SEHAT
440,Place_1,58.0,7.0,40.0,63.0,15.0,SEDANG
441,Place_1,51.0,7.0,29.0,42.0,14.0,SEDANG
442,Place_1,44.0,4.0,21.0,51.0,11.0,SEDANG
443,Place_1,68.0,4.0,49.0,54.0,14.0,SEDANG
444,Place_1,54.0,4.0,25.0,52.0,12.0,SEDANG
445,Place_1,55.0,4.0,33.0,60.0,19.0,SEDANG
446,Place_1,55.0,10.0,70.0,61.0,31.0,SEDANG
447,Place_1,68.0,7.0,35.0,78.0,23.0,SEDANG
448,Place_1,54.0,6.0,30.0,70.0,16.0,SEDANG
449,Place_1,53.0,6.0,23.0,62.0,14.0,SEDANG
450,Place_1,57.0,7.0,22.0,53.0,8.0,SEDANG
451,Place_1,64.0,9.0,37.0,59.0,14.0,SEDANG
452,Place_1,55.0,7.0,28.0,54.0,17.0,SEDANG
453,Place_1,57.0,8.0,40.0,86.0,20.0,SEDANG
454,Place_1,65.0,5.0,37.0,66.0,20.0,SEDANG
455,Place_1,71.0,25.0,72.0,78.0,20.0,SEDANG
456,Place_1,39.0,13.0,20.0,56.0,12.0,SEDANG
457,Place_1,42.0,17.0,30.0,57.0,17.0,SEDANG
458,Place_1,54.0,21.0,47.0,55.0,11.0,SEDANG
459,Place_1,25.0,11.0,21.0,51.0,9.0,SEDANG
460,Place_1,39.0,14.0,25.0,46.0,12.0,BAIK
461,Place_1,51.0,17.0,27.0,50.0,13.0,SEDANG
462,Place_1,65.0,22.0,62.0,58.0,21.0,SEDANG
463,Place_1,45.0,18.0,21.0,54.0,15.0,SEDANG
464,Place_1,40.0,15.0,30.0,48.0,10.0,BAIK
465,Place_1,36.0,16.0,28.0,47.0,14.0,BAIK
466,Place_1,41.0,17.0,36.0,58.0,20.0,SEDANG
467,Place_1,66.0,24.0,40.0,88.0,21.0,SEDANG
468,Place_1,66.0,25.0,48.0,94.0,16.0,SEDANG
469,Place_1,64.0,16.0,30.0,66.0,14.0,SEDANG
470,Place_1,34.0,18.0,46.0,42.0,15.0,BAIK
471,Place_1,51.0,14.0,25.0,48.0,14.0,SEDANG
472,Place_1,27.0,11.0,20.0,43.0,9.0,BAIK
473,Place_1,60.0,25.0,48.0,64.0,13.0,SEDANG
474,Place_1,43.0,17.0,30.0,41.0,11.0,BAIK
475,Place_1,29.0,17.0,21.0,56.0,9.0,SEDANG
476,Place_1,40.0,6.0,22.0,51.0,12.0,SEDANG
477,Place_1,45.0,5.0,23.0,62.0,12.0,SEDANG
478,Place_1,52.0,5.0,35.0,87.0,21.0,SEDANG
479,Place_1,54.0,5.0,34.0,86.0,27.0,SEDANG
480,Place_1,56.0,5.0,35.0,85.0,29.0,SEDANG
481,Place_1,60.0,8.0,40.0,69.0,18.0,SEDANG
482,Place_1,77.0,8.0,38.0,69.0,28.0,SEDANG
483,Place_1,76.0,6.0,60.0,19.0,39.0,SEDANG
484,Place_1,51.0,9.0,22.0,54.0,12.0,SEDANG
485,Place_1,50.0,8.0,27.0,53.0,14.0,SEDANG
486,Place_1,55.0,8.0,28.0,55.0,13.0,SEDANG
487,Place_1,48.0,6.0,26.0,66.0,19.0,SEDANG
488,Place_1,63.0,6.0,36.0,62.0,18.0,SEDANG
489,Place_1,44.0,7.0,30.0,78.0,31.0,SEDANG
490,Place_1,56.0,7.0,34.0,55.0,21.0,SEDANG
491,Place_1,56.0,4.0,23.0,74.0,20.0,SEDANG
492,Place_1,61.0,4.0,44.0,67.0,20.0,SEDANG
493,Place_1,68.0,5.0,36.0,100.0,20.0,SEDANG
494,Place_1,52.0,6.0,37.0,69.0,24.0,SEDANG
495,Place_1,54.0,9.0,32.0,70.0,19.0,SEDANG
496,Place_1,57.0,10.0,37.0,45.0,21.0,SEDANG
497,Place_1,51.0,9.0,28.0,42.0,12.0,SEDANG
498,Place_1,54.0,8.0,28.0,84.0,17.0,SEDANG
499,Place_1,65.0,8.0,38.0,74.0,27.0,SEDANG
500,Place_1,68.0,8.0,36.0,59.0,21.0,SEDANG
501,Place_1,63.0,8.0,41.0,60.0,16.0,SEDANG
502,Place_1,45.0,7.0,30.0,42.0,14.0,BAIK
503,Place_1,47.0,7.0,39.0,49.0,20.0,BAIK
504,Place_1,60.0,7.0,42.0,51.0,18.0,SEDANG
505,Place_1,61.0,7.0,30.0,43.0,12.0,SEDANG
506,Place_1,55.0,7.0,26.0,39.0,13.0,BAIK
507,Place_1,55.0,8.0,53.0,96.0,20.0,SEDANG
508,Place_1,55.0,6.0,37.0,76.0,26.0,SEDANG
509,Place_1,50.0,7.0,35.0,44.0,14.0,BAIK
510,Place_1,58.0,10.0,31.0,54.0,19.0,SEDANG
511,Place_1,62.0,7.0,43.0,52.0,21.0,SEDANG
512,Place_1,67.0,6.0,55.0,64.0,21.0,SEDANG
513,Place_1,52.0,11.0,26.0,42.0,16.0,SEDANG
514,Place_1,58.0,11.0,28.0,37.0,18.0,SEDANG
515,Place_1,56.0,9.0,32.0,51.0,16.0,SEDANG
516,Place_1,51.0,10.0,36.0,61.0,22.0,SEDANG
517,Place_1,65.0,9.0,42.0,43.0,26.0,SEDANG
518,Place_1,61.0,13.0,32.0,52.0,17.0,SEDANG
519,Place_1,59.0,11.0,27.0,46.0,13.0,SEDANG
520,Place_1,52.0,10.0,27.0,43.0,14.0,SEDANG
521,Place_1,38.0,7.0,26.0,57.0,18.0,SEDANG
522,Place_1,64.0,5.0,43.0,96.0,22.0,SEDANG
523,Place_1,63.0,5.0,37.0,145.0,20.0,TIDAK SEHAT
524,Place_1,34.0,6.0,39.0,116.0,28.0,TIDAK SEHAT
525,Place_1,71.0,9.0,65.0,46.0,24.0,SEDANG
526,Place_1,53.0,6.0,34.0,51.0,16.0,SEDANG
527,Place_1,58.0,9.0,43.0,63.0,21.0,SEDANG
528,Place_1,43.0,8.0,35.0,62.0,17.0,SEDANG
529,Place_1,54.0,10.0,29.0,45.0,17.0,SEDANG
530,Place_1,40.0,10.0,31.0,56.0,18.0,SEDANG
531,Place_1,61.0,10.0,31.0,40.0,14.0,SEDANG
532,Place_1,53.0,9.0,23.0,46.0,11.0,SEDANG
533,Place_1,84.0,8.0,69.0,79.0,26.0,SEDANG
534,Place_1,60.0,9.0,34.0,52.0,14.0,SEDANG
535,Place_1,55.0,8.0,24.0,47.0,13.0,SEDANG
536,Place_1,55.0,9.0,24.0,46.0,14.0,SEDANG
537,Place_1,54.0,8.0,35.0,29.0,24.0,SEDANG
538,Place_1,92.0,11.0,52.0,52.0,22.0,SEDANG
539,Place_1,53.0,7.0,31.0,57.0,17.0,SEDANG
540,Place_1,73.0,11.0,26.0,66.0,19.0,SEDANG
541,Place_1,56.0,8.0,34.0,75.0,22.0,SEDANG
542,Place_1,55.0,11.0,32.0,52.0,16.0,SEDANG
543,Place_1,57.0,12.0,28.0,45.0,23.0,SEDANG
544,Place_1,85.0,10.0,51.0,55.0,29.0,SEDANG
545,Place_1,69.0,15.0,36.0,41.0,18.0,SEDANG
546,Place_1,53.0,9.0,27.0,45.0,22.0,SEDANG
547,Place_1,45.0,7.0,21.0,44.0,13.0,BAIK
548,Place_1,47.0,8.0,43.0,40.0,24.0,BAIK
549,Place_1,56.0,10.0,38.0,42.0,25.0,SEDANG
550,Place_1,74.0,11.0,58.0,31.0,29.0,SEDANG
551,Place_1,43.0,8.0,29.0,70.0,15.0,SEDANG
552,Place_1,56.0,11.0,24.0,41.0,13.0,SEDANG
553,Place_1,57.0,8.0,35.0,49.0,20.0,SEDANG
554,Place_1,69.0,6.0,52.0,41.0,18.0,SEDANG
555,Place_1,50.0,8.0,33.0,45.0,17.0,BAIK
556,Place_1,55.0,10.0,30.0,41.0,19.0,SEDANG
557,Place_1,44.0,7.0,45.0,56.0,21.0,SEDANG
558,Place_1,57.0,6.0,37.0,62.0,21.0,SEDANG
559,Place_1,62.0,8.0,36.0,55.0,21.0,SEDANG
560,Place_1,52.0,10.0,30.0,62.0,24.0,SEDANG
561,Place_1,54.0,8.0,39.0,50.0,13.0,SEDANG
562,Place_1,50.0,7.0,38.0,49.0,21.0,BAIK
563,Place_1,51.0,7.0,32.0,78.0,18.0,SEDANG
564,Place_1,37.0,6.0,27.0,57.0,16.0,SEDANG
565,Place_1,50.0,10.0,29.0,57.0,19.0,SEDANG
566,Place_1,60.0,6.0,43.0,47.0,16.0,SEDANG
567,Place_1,48.0,6.0,27.0,47.0,14.0,BAIK
568,Place_1,33.0,5.0,26.0,60.0,11.0,SEDANG
569,Place_1,60.0,6.0,39.0,71.0,13.0,SEDANG
570,Place_1,24.0,7.0,13.0,41.0,11.0,BAIK
571,Place_1,33.0,8.0,12.0,52.0,11.0,SEDANG
572,Place_1,30.0,7.0,13.0,64.0,9.0,SEDANG
573,Place_1,40.0,9.0,12.0,64.0,10.0,SEDANG
574,Place_1,37.0,10.0,13.0,60.0,12.0,SEDANG
575,Place_1,52.0,8.0,19.0,57.0,11.0,SEDANG
576,Place_1,42.0,8.0,21.0,48.0,12.0,BAIK
577,Place_1,44.0,10.0,17.0,43.0,11.0,BAIK
578,Place_1,39.0,11.0,14.0,39.0,7.0,BAIK
579,Place_1,45.0,10.0,21.0,49.0,11.0,BAIK
580,Place_1,55.0,10.0,27.0,60.0,14.0,SEDANG
581,Place_1,56.0,10.0,24.0,67.0,15.0,SEDANG
582,Place_1,52.0,11.0,16.0,61.0,18.0,SEDANG
583,Place_1,52.0,11.0,26.0,49.0,14.0,SEDANG
584,Place_1,55.0,12.0,34.0,59.0,18.0,SEDANG
585,Place_1,50.0,11.0,32.0,44.0,17.0,BAIK
586,Place_1,57.0,13.0,24.0,49.0,13.0,SEDANG
587,Place_1,55.0,11.0,30.0,61.0,19.0,SEDANG
588,Place_1,42.0,9.0,26.0,51.0,15.0,SEDANG
589,Place_1,43.0,10.0,19.0,50.0,16.0,BAIK
590,Place_1,51.0,11.0,23.0,60.0,13.0,SEDANG
591,Place_1,53.0,14.0,25.0,50.0,18.0,SEDANG
592,Place_1,56.0,12.0,31.0,72.0,20.0,SEDANG
593,Place_1,63.0,12.0,28.0,68.0,18.0,SEDANG
594,Place_1,53.0,10.0,25.0,47.0,20.0,SEDANG
595,Place_1,51.0,13.0,18.0,62.0,13.0,SEDANG
596,Place_1,49.0,9.0,15.0,62.0,8.0,SEDANG
597,Place_1,41.0,9.0,30.0,68.0,25.0,SEDANG
598,Place_1,44.0,13.0,31.0,65.0,17.0,SEDANG
599,Place_1,55.0,12.0,26.0,45.0,18.0,SEDANG
600,Place_1,49.0,12.0,24.0,49.0,14.0,BAIK
601,Place_1,52.0,11.0,27.0,55.0,17.0,SEDANG
602,Place_1,58.0,9.0,27.0,44.0,18.0,SEDANG
603,Place_1,55.0,10.0,17.0,54.0,14.0,SEDANG
604,Place_1,50.0,11.0,20.0,50.0,15.0,BAIK
605,Place_1,44.0,11.0,27.0,56.0,17.0,SEDANG
606,Place_1,58.0,12.0,26.0,68.0,18.0,SEDANG
607,Place_1,59.0,10.0,29.0,69.0,18.0,SEDANG
608,Place_1,52.0,10.0,32.0,66.0,25.0,SEDANG
609,Place_1,51.0,10.0,30.0,94.0,18.0,SEDANG
610,Place_1,57.0,10.0,27.0,67.0,18.0,SEDANG
611,Place_1,54.0,11.0,27.0,55.0,21.0,SEDANG
612,Place_1,59.0,12.0,28.0,48.0,20.0,SEDANG
613,Place_1,55.0,12.0,26.0,68.0,21.0,SEDANG
614,Place_1,55.0,11.0,25.0,50.0,17.0,BAIK
615,Place_1,55.0,13.0,24.0,54.0,22.0,SEDANG
616,Place_1,55.0,13.0,22.0,56.0,20.0,SEDANG
617,Place_1,55.0,11.0,15.0,57.0,19.0,SEDANG
618,Place_1,55.0,11.0,27.0,84.0,22.0,SEDANG
619,Place_1,55.0,11.0,26.0,83.0,24.0,SEDANG
620,Place_1,56.0,13.0,21.0,49.0,15.0,SEDANG
621,Place_1,52.0,11.0,24.0,45.0,14.0,SEDANG
622,Place_1,51.0,12.0,21.0,39.0,13.0,SEDANG
623,Place_1,45.0,11.0,18.0,38.0,15.0,BAIK
624,Place_1,63.0,9.0,38.0,72.0,18.0,SEDANG
625,Place_1,58.0,9.0,31.0,47.0,19.0,SEDANG
626,Place_1,50.0,10.0,26.0,37.0,16.0,BAIK
627,Place_1,43.0,11.0,20.0,41.0,16.0,BAIK
628,Place_1,59.0,13.0,28.0,74.0,24.0,SEDANG
629,Place_1,58.0,12.0,28.0,56.0,22.0,SEDANG
630,Place_1,58.0,13.0,24.0,48.0,20.0,SEDANG
631,Place_1,63.0,13.0,32.0,63.0,20.0,SEDANG
632,Place_1,56.0,12.0,28.0,51.0,17.0,SEDANG
633,Place_1,53.0,16.0,31.0,45.0,24.0,SEDANG
634,Place_1,55.0,13.0,26.0,38.0,20.0,SEDANG
635,Place_1,51.0,12.0,30.0,45.0,18.0,SEDANG
636,Place_1,53.0,13.0,27.0,49.0,18.0,SEDANG
637,Place_1,45.0,14.0,22.0,51.0,22.0,SEDANG
638,Place_1,56.0,16.0,30.0,78.0,23.0,SEDANG
639,Place_1,55.0,14.0,28.0,75.0,18.0,SEDANG
640,Place_1,62.0,11.0,33.0,67.0,16.0,SEDANG
641,Place_1,54.0,9.0,26.0,36.0,15.0,SEDANG
642,Place_1,63.0,9.0,35.0,59.0,24.0,SEDANG
643,Place_1,58.0,11.0,27.0,52.0,16.0,SEDANG
644,Place_1,51.0,11.0,27.0,48.0,20.0,SEDANG
645,Place_1,46.0,11.0,34.0,54.0,19.0,SEDANG
646,Place_1,43.0,13.0,21.0,57.0,18.0,SEDANG
647,Place_1,45.0,11.0,22.0,52.0,16.0,SEDANG
648,Place_1,50.0,13.0,23.0,46.0,22.0,BAIK
649,Place_1,52.0,13.0,27.0,62.0,27.0,SEDANG
650,Place_1,52.0,9.0,27.0,55.0,21.0,SEDANG
651,Place_1,57.0,13.0,30.0,52.0,16.0,SEDANG
652,Place_1,52.0,10.0,36.0,72.0,15.0,SEDANG
653,Place_1,48.0,9.0,32.0,62.0,24.0,SEDANG
654,Place_1,41.0,10.0,27.0,70.0,20.0,SEDANG
655,Place_1,43.0,12.0,25.0,57.0,19.0,SEDANG
656,Place_1,48.0,9.0,27.0,44.0,18.0,BAIK
657,Place_1,52.0,11.0,26.0,49.0,19.0,SEDANG
658,Place_1,33.0,9.0,22.0,69.0,21.0,SEDANG
659,Place_1,46.0,9.0,32.0,84.0,19.0,SEDANG
660,Place_1,44.0,11.0,25.0,71.0,21.0,SEDANG
661,Place_1,36.0,12.0,28.0,64.0,23.0,SEDANG
662,Place_1,30.0,10.0,27.0,51.0,22.0,SEDANG
663,Place_1,51.0,11.0,31.0,59.0,20.0,SEDANG
664,Place_1,57.0,10.0,33.0,56.0,21.0,SEDANG
665,Place_1,44.0,10.0,30.0,90.0,19.0,SEDANG
666,Place_1,54.0,9.0,32.0,77.0,22.0,SEDANG
667,Place_1,39.0,8.0,34.0,74.0,24.0,SEDANG
668,Place_1,47.0,9.0,31.0,59.0,18.0,SEDANG
669,Place_1,60.0,13.0,37.0,53.0,22.0,SEDANG
670,Place_1,38.0,11.0,28.0,70.0,21.0,SEDANG
671,Place_1,52.0,13.0,31.0,61.0,21.0,SEDANG
672,Place_1,61.0,12.0,41.0,80.0,26.0,SEDANG
673,Place_1,51.0,9.0,24.0,55.0,21.0,SEDANG
674,Place_1,36.0,10.0,27.0,45.0,19.0,BAIK
675,Place_1,50.0,11.0,29.0,51.0,19.0,SEDANG
676,Place_1,52.0,11.0,30.0,68.0,18.0,SEDANG
677,Place_1,37.0,11.0,34.0,69.0,20.0,SEDANG
678,Place_1,40.0,10.0,33.0,59.0,16.0,SEDANG
679,Place_1,52.0,10.0,44.0,58.0,20.0,SEDANG
680,Place_1,48.0,11.0,38.0,50.0,14.0,BAIK
681,Place_1,45.0,9.0,29.0,72.0,17.0,SEDANG
682,Place_1,36.0,9.0,30.0,64.0,17.0,SEDANG
683,Place_1,48.0,10.0,30.0,76.0,21.0,SEDANG
684,Place_1,59.0,11.0,39.0,67.0,25.0,SEDANG
685,Place_1,50.0,13.0,32.0,123.0,23.0,TIDAK SEHAT
686,Place_1,62.0,11.0,64.0,74.0,23.0,SEDANG
687,Place_1,29.0,9.0,26.0,51.0,15.0,SEDANG
688,Place_1,31.0,12.0,20.0,29.0,10.0,BAIK
689,Place_1,30.0,12.0,24.0,43.0,13.0,BAIK
690,Place_1,25.0,10.0,23.0,30.0,10.0,BAIK
691,Place_1,28.0,11.0,29.0,39.0,16.0,BAIK
692,Place_1,34.0,11.0,28.0,72.0,23.0,SEDANG
693,Place_1,36.0,10.0,33.0,40.0,10.0,BAIK
694,Place_1,43.0,9.0,51.0,40.0,9.0,SEDANG
695,Place_1,25.0,9.0,19.0,49.0,11.0,BAIK
696,Place_1,42.0,12.0,39.0,38.0,12.0,BAIK
697,Place_1,35.0,17.0,31.0,29.0,18.0,BAIK
698,Place_1,29.0,13.0,28.0,40.0,17.0,BAIK
699,Place_1,28.0,13.0,23.0,43.0,14.0,BAIK
700,Place_1,31.0,13.0,24.0,42.0,12.0,BAIK
701,Place_1,47.0,14.0,23.0,37.0,12.0,BAIK
702,Place_1,26.0,12.0,23.0,36.0,12.0,BAIK
703,Place_1,33.0,12.0,26.0,46.0,15.0,BAIK
704,Place_1,22.0,10.0,25.0,40.0,13.0,BAIK
705,Place_1,22.0,11.0,11.0,37.0,10.0,BAIK
706,Place_1,62.0,10.0,19.0,46.0,15.0,SEDANG
707,Place_1,33.0,6.0,20.0,42.0,13.0,BAIK
708,Place_1,55.0,7.0,39.0,48.0,14.0,BAIK
709,Place_1,55.0,7.0,19.0,50.0,18.0,BAIK
710,Place_1,55.0,6.0,25.0,33.0,13.0,BAIK
711,Place_1,55.0,6.0,25.0,16.0,13.0,BAIK
712,Place_1,55.0,6.0,25.0,42.0,13.0,BAIK
713,Place_1,28.0,5.0,17.0,31.0,16.0,BAIK
714,Place_1,33.0,5.0,22.0,29.0,22.0,BAIK
715,Place_1,25.0,5.0,9.0,27.0,6.0,BAIK
716,Place_1,33.0,6.0,11.0,22.0,8.0,BAIK
717,Place_1,24.0,5.0,11.0,26.0,11.0,BAIK
718,Place_1,49.0,7.0,18.0,26.0,10.0,BAIK
719,Place_1,25.0,7.0,10.0,25.0,10.0,BAIK
720,Place_1,27.0,6.0,12.0,36.0,10.0,BAIK
721,Place_1,22.0,5.0,10.0,38.0,12.0,BAIK
722,Place_1,21.0,5.0,8.0,27.0,7.0,BAIK
723,Place_1,29.0,7.0,11.0,27.0,11.0,BAIK
724,Place_1,32.0,7.0,11.0,35.0,12.0,BAIK
725,Place_1,29.0,6.0,10.0,36.0,13.0,BAIK
726,Place_1,23.0,6.0,8.0,32.0,7.0,BAIK
727,Place_1,25.0,6.0,9.0,38.0,8.0,BAIK
728,Place_1,26.0,6.0,7.0,41.0,11.0,BAIK
729,Place_1,26.0,7.0,23.0,37.0,13.0,BAIK
730,Place_1,45.0,5.0,26.0,28.0,18.0,BAIK
731,Place_1,41.0,5.0,24.0,34.0,16.0,BAIK
732,Place_1,39.0,4.0,27.0,36.0,20.0,BAIK
733,Place_1,50.0,5.0,20.0,33.0,15.0,BAIK
734,Place_1,39.0,5.0,13.0,40.0,13.0,BAIK
735,Place_1,44.0,5.0,23.0,45.0,18.0,BAIK
736,Place_1,54.0,5.0,20.0,41.0,16.0,SEDANG
737,Place_1,70.0,5.0,51.0,48.0,21.0,SEDANG
738,Place_1,44.0,8.0,43.0,40.0,16.0,BAIK
739,Place_1,43.0,6.0,35.0,30.0,15.0,BAIK
740,Place_1,49.0,5.0,42.0,33.0,19.0,BAIK
741,Place_1,52.0,5.0,67.0,41.0,21.0,SEDANG
742,Place_1,55.0,7.0,20.0,35.0,14.0,SEDANG
743,Place_1,52.0,5.0,15.0,39.0,13.0,SEDANG
744,Place_1,54.0,5.0,17.0,36.0,15.0,SEDANG
745,Place_1,42.0,5.0,16.0,30.0,12.0,BAIK
746,Place_1,55.0,6.0,48.0,38.0,21.0,BAIK
747,Place_1,55.0,6.0,40.0,38.0,15.0,BAIK
748,Place_1,58.0,5.0,33.0,36.0,23.0,SEDANG
749,Place_1,41.0,5.0,19.0,32.0,16.0,BAIK
750,Place_1,55.0,5.0,16.0,34.0,13.0,BAIK
751,Place_1,51.0,6.0,18.0,39.0,14.0,SEDANG
752,Place_1,49.0,6.0,18.0,32.0,12.0,BAIK
753,Place_1,55.0,8.0,14.0,34.0,14.0,BAIK
754,Place_1,55.0,9.0,20.0,13.0,3.0,BAIK
755,Place_1,55.0,9.0,20.0,37.0,3.0,BAIK
756,Place_1,61.0,9.0,36.0,40.0,19.0,SEDANG
757,Place_1,34.0,10.0,27.0,36.0,15.0,BAIK
758,Place_1,7.0,8.0,35.0,40.0,16.0,BAIK
759,Place_1,31.0,6.0,38.0,37.0,12.0,BAIK
760,Place_1,6.0,6.0,56.0,35.0,18.0,SEDANG
761,Place_1,12.0,5.0,22.0,36.0,13.0,BAIK
762,Place_1,8.0,5.0,34.0,43.0,24.0,BAIK
763,Place_1,11.0,7.0,16.0,41.0,13.0,BAIK
764,Place_1,29.0,7.0,29.0,40.0,20.0,BAIK
765,Place_1,24.0,9.0,60.0,57.0,20.0,SEDANG
766,Place_1,18.0,8.0,28.0,57.0,12.0,SEDANG
767,Place_1,8.0,11.0,16.0,46.0,12.0,BAIK
768,Place_1,18.0,11.0,29.0,46.0,17.0,BAIK
769,Place_1,15.0,7.0,24.0,56.0,18.0,SEDANG
770,Place_1,17.0,7.0,28.0,82.0,31.0,SEDANG
771,Place_1,10.0,7.0,29.0,75.0,21.0,SEDANG
772,Place_1,66.0,6.0,38.0,39.0,19.0,SEDANG
773,Place_1,73.0,6.0,34.0,36.0,14.0,SEDANG
774,Place_1,57.0,8.0,15.0,38.0,18.0,SEDANG
775,Place_1,62.0,10.0,20.0,44.0,18.0,SEDANG
776,Place_1,59.0,11.0,36.0,38.0,19.0,SEDANG
777,Place_1,51.0,10.0,17.0,38.0,15.0,SEDANG
778,Place_1,66.0,13.0,29.0,47.0,16.0,SEDANG
779,Place_1,55.0,13.0,19.0,37.0,15.0,BAIK
780,Place_1,55.0,9.0,18.0,36.0,15.0,BAIK
781,Place_1,46.0,8.0,14.0,56.0,14.0,SEDANG
782,Place_1,44.0,7.0,19.0,43.0,14.0,BAIK
783,Place_1,43.0,8.0,17.0,39.0,12.0,BAIK
784,Place_1,66.0,7.0,36.0,35.0,18.0,SEDANG
785,Place_1,70.0,7.0,26.0,36.0,13.0,SEDANG
786,Place_1,64.0,6.0,17.0,48.0,14.0,SEDANG
787,Place_1,55.0,6.0,22.0,42.0,15.0,SEDANG
788,Place_1,56.0,6.0,20.0,44.0,15.0,SEDANG
789,Place_1,62.0,7.0,22.0,79.0,25.0,SEDANG
790,Place_1,59.0,6.0,24.0,58.0,26.0,SEDANG
791,Place_1,53.0,6.0,24.0,69.0,30.0,SEDANG
792,Place_1,40.0,6.0,21.0,67.0,16.0,SEDANG
793,Place_1,58.0,6.0,25.0,78.0,17.0,SEDANG
794,Place_1,53.0,6.0,31.0,69.0,28.0,SEDANG
795,Place_1,73.0,6.0,28.0,47.0,19.0,SEDANG
796,Place_1,69.0,7.0,32.0,37.0,18.0,SEDANG
797,Place_1,56.0,7.0,32.0,34.0,21.0,SEDANG
798,Place_1,62.0,7.0,29.0,57.0,20.0,SEDANG
799,Place_1,56.0,6.0,23.0,47.0,17.0,SEDANG
800,Place_1,59.0,7.0,27.0,50.0,12.0,SEDANG
801,Place_1,56.0,6.0,32.0,44.0,17.0,SEDANG
802,Place_1,49.0,6.0,24.0,45.0,18.0,BAIK
803,Place_1,57.0,6.0,32.0,48.0,21.0,SEDANG
804,Place_1,67.0,6.0,29.0,44.0,22.0,SEDANG
805,Place_1,51.0,7.0,32.0,43.0,15.0,SEDANG
806,Place_1,71.0,7.0,29.0,71.0,21.0,SEDANG
807,Place_1,69.0,7.0,34.0,69.0,18.0,SEDANG
808,Place_1,63.0,7.0,37.0,51.0,20.0,SEDANG
809,Place_1,45.0,18.0,26.0,31.0,12.0,BAIK
810,Place_1,46.0,9.0,26.0,56.0,19.0,SEDANG
811,Place_1,69.0,10.0,38.0,40.0,23.0,SEDANG
812,Place_1,75.0,14.0,40.0,64.0,39.0,SEDANG
813,Place_1,49.0,15.0,20.0,57.0,15.0,SEDANG
814,Place_1,56.0,15.0,27.0,59.0,25.0,SEDANG
815,Place_1,74.0,14.0,35.0,56.0,17.0,SEDANG
816,Place_1,64.0,14.0,30.0,52.0,23.0,SEDANG
817,Place_1,59.0,14.0,29.0,51.0,18.0,SEDANG
818,Place_1,70.0,14.0,33.0,71.0,21.0,SEDANG
819,Place_1,58.0,15.0,27.0,33.0,16.0,SEDANG
820,Place_1,66.0,22.0,28.0,54.0,19.0,SEDANG
821,Place_1,83.0,18.0,30.0,68.0,18.0,SEDANG
822,Place_1,55.0,17.0,28.0,98.0,21.0,SEDANG
823,Place_1,64.0,17.0,31.0,79.0,30.0,SEDANG
824,Place_1,63.0,16.0,27.0,56.0,19.0,SEDANG
825,Place_1,30.0,15.0,11.0,46.0,10.0,BAIK
826,Place_1,26.0,15.0,9.0,39.0,7.0,BAIK
827,Place_1,29.0,15.0,10.0,40.0,11.0,BAIK
828,Place_1,36.0,16.0,18.0,43.0,15.0,BAIK
829,Place_1,28.0,16.0,10.0,37.0,7.0,BAIK
830,Place_1,34.0,15.0,11.0,42.0,12.0,BAIK
831,Place_1,32.0,15.0,11.0,42.0,12.0,BAIK
832,Place_1,39.0,15.0,16.0,46.0,13.0,BAIK
833,Place_1,40.0,15.0,15.0,70.0,20.0,SEDANG
834,Place_1,57.0,16.0,19.0,61.0,15.0,SEDANG
835,Place_1,56.0,16.0,21.0,57.0,22.0,SEDANG
836,Place_1,51.0,16.0,40.0,54.0,16.0,SEDANG
837,Place_1,63.0,18.0,55.0,62.0,23.0,SEDANG
838,Place_1,71.0,18.0,45.0,44.0,22.0,SEDANG
839,Place_1,51.0,18.0,29.0,60.0,15.0,SEDANG
840,Place_1,63.0,18.0,25.0,47.0,12.0,SEDANG
841,Place_1,78.0,18.0,27.0,70.0,16.0,SEDANG
842,Place_1,48.0,18.0,16.0,60.0,19.0,SEDANG
843,Place_1,54.0,18.0,28.0,47.0,15.0,SEDANG
844,Place_1,66.0,18.0,28.0,54.0,15.0,SEDANG
845,Place_1,61.0,18.0,27.0,50.0,15.0,SEDANG
