,place,pm10,so2,co,o3,no2,AQI_category
13178,Place_5,53.0,5.0,26.0,96.0,13.0,SEDANG
13179,Place_5,53.0,3.0,20.0,60.0,16.0,SEDANG
13180,Place_5,53.0,4.0,37.0,43.0,15.0,BAIK
13181,Place_5,53.0,6.0,54.0,93.0,14.0,SEDANG
13182,Place_5,76.0,4.0,34.0,45.0,18.0,SEDANG
13183,Place_5,59.0,4.0,19.0,48.0,19.0,SEDANG
13184,Place_5,61.0,7.0,20.0,74.0,14.0,SEDANG
13185,Place_5,66.0,5.0,36.0,65.0,8.0,SEDANG
13186,Place_5,71.0,6.0,31.0,99.0,15.0,SEDANG
13187,Place_5,49.0,4.0,20.0,154.0,13.0,TIDAK SEHAT
13188,Place_5,76.0,7.0,31.0,127.0,16.0,TIDAK SEHAT
13189,Place_5,88.0,4.0,62.0,55.0,14.0,SEDANG
13190,Place_5,60.0,5.0,35.0,149.0,13.0,TIDAK SEHAT
13191,Place_5,61.0,6.0,21.0,119.0,13.0,TIDAK SEHAT
13192,Place_5,69.0,5.0,22.0,76.0,15.0,SEDANG
13193,Place_5,62.0,5.0,21.0,103.0,10.0,TIDAK SEHAT
13194,Place_5,61.0,6.0,16.0,82.0,11.0,SEDANG
13195,Place_5,62.0,8.0,33.0,66.0,9.0,SEDANG
13196,Place_5,70.0,6.0,67.0,58.0,13.0,SEDANG
13197,Place_5,47.0,6.0,16.0,75.0,18.0,SEDANG
13198,Place_5,39.0,5.0,10.0,43.0,7.0,BAIK
13199,Place_5,41.0,4.0,7.0,46.0,4.0,BAIK
13200,Place_5,52.0,7.0,16.0,48.0,8.0,SEDANG
13201,Place_5,53.0,6.0,12.0,34.0,9.0,SEDANG
13202,Place_5,34.0,5.0,11.0,37.0,7.0,BAIK
13203,Place_5,54.0,5.0,15.0,50.0,9.0,SEDANG
13204,Place_5,56.0,7.0,29.0,71.0,11.0,SEDANG
13205,Place_5,53.0,8.0,13.0,69.0,10.0,SEDANG
13206,Place_5,85.0,4.0,40.0,151.0,13.0,TIDAK SEHAT
13207,Place_5,84.0,5.0,38.0,93.0,14.0,SEDANG
13208,Place_5,69.0,4.0,33.0,36.0,11.0,SEDANG
13209,Place_5,59.0,8.0,18.0,46.0,7.0,SEDANG
13210,Place_5,68.0,6.0,26.0,59.0,14.0,SEDANG
13211,Place_5,97.0,6.0,44.0,61.0,15.0,SEDANG
13212,Place_5,53.0,9.0,40.0,65.0,8.0,BAIK
13213,Place_5,83.0,7.0,21.0,81.0,13.0,SEDANG
13214,Place_5,85.0,7.0,20.0,86.0,12.0,SEDANG
13215,Place_5,74.0,4.0,53.0,45.0,16.0,SEDANG
13216,Place_5,54.0,5.0,12.0,68.0,12.0,SEDANG
13217,Place_5,87.0,7.0,50.0,63.0,13.0,SEDANG
13218,Place_5,73.0,5.0,32.0,47.0,13.0,SEDANG
13219,Place_5,55.0,4.0,15.0,40.0,14.0,SEDANG
13220,Place_5,65.0,5.0,22.0,79.0,10.0,SEDANG
13221,Place_5,52.0,4.0,19.0,63.0,16.0,SEDANG
13222,Place_5,58.0,6.0,26.0,27.0,19.0,SEDANG
13223,Place_5,60.0,5.0,29.0,37.0,16.0,SEDANG
13224,Place_5,52.0,6.0,25.0,47.0,12.0,SEDANG
13225,Place_5,78.0,5.0,31.0,65.0,16.0,SEDANG
13226,Place_5,104.0,7.0,63.0,87.0,14.0,TIDAK SEHAT
13227,Place_5,71.0,5.0,18.0,58.0,10.0,SEDANG
13228,Place_5,51.0,5.0,17.0,75.0,13.0,SEDANG
13229,Place_5,73.0,6.0,32.0,47.0,12.0,SEDANG
13230,Place_5,74.0,5.0,34.0,65.0,10.0,SEDANG
13231,Place_5,67.0,6.0,36.0,65.0,17.0,SEDANG
13232,Place_5,60.0,7.0,18.0,99.0,14.0,SEDANG
13233,Place_5,70.0,4.0,26.0,129.0,13.0,TIDAK SEHAT
13234,Place_5,77.0,7.0,32.0,98.0,14.0,SEDANG
13235,Place_5,62.0,6.0,32.0,112.0,15.0,TIDAK SEHAT
13236,Place_5,81.0,7.0,46.0,93.0,23.0,SEDANG
13237,Place_5,63.0,9.0,13.0,49.0,14.0,SEDANG
13238,Place_5,62.0,8.0,11.0,29.0,9.0,SEDANG
13239,Place_5,44.0,8.0,11.0,47.0,9.0,BAIK
13240,Place_5,60.0,8.0,11.0,69.0,13.0,SEDANG
13241,Place_5,69.0,7.0,22.0,47.0,15.0,SEDANG
13242,Place_5,62.0,9.0,11.0,99.0,11.0,SEDANG
13243,Place_5,68.0,7.0,10.0,61.0,16.0,SEDANG
13244,Place_5,57.0,9.0,11.0,65.0,8.0,SEDANG
13245,Place_5,68.0,9.0,11.0,65.0,8.0,SEDANG
13246,Place_5,60.0,8.0,10.0,52.0,15.0,SEDANG
13247,Place_5,68.0,7.0,10.0,72.0,10.0,SEDANG
13248,Place_5,62.0,8.0,7.0,63.0,9.0,SEDANG
13249,Place_5,66.0,6.0,8.0,87.0,9.0,SEDANG
13250,Place_5,86.0,7.0,12.0,122.0,13.0,TIDAK SEHAT
13251,Place_5,61.0,5.0,7.0,86.0,7.0,SEDANG
13252,Place_5,55.0,5.0,13.0,55.0,8.0,SEDANG
13253,Place_5,36.0,5.0,10.0,52.0,12.0,SEDANG
13254,Place_5,52.0,5.0,7.0,69.0,10.0,SEDANG
13255,Place_5,54.0,6.0,9.0,92.0,8.0,SEDANG
13256,Place_5,50.0,6.0,5.0,107.0,7.0,TIDAK SEHAT
13257,Place_5,56.0,7.0,6.0,115.0,7.0,TIDAK SEHAT
13258,Place_5,56.0,7.0,5.0,78.0,10.0,SEDANG
13259,Place_5,57.0,7.0,5.0,54.0,8.0,SEDANG
13260,Place_5,38.0,6.0,5.0,65.0,6.0,BAIK
13261,Place_5,52.0,6.0,8.0,65.0,8.0,SEDANG
13262,Place_5,51.0,7.0,5.0,65.0,10.0,SEDANG
13263,Place_5,65.0,8.0,7.0,65.0,11.0,SEDANG
13264,Place_5,66.0,8.0,8.0,65.0,12.0,SEDANG
13265,Place_5,82.0,10.0,8.0,113.0,15.0,TIDAK SEHAT
13266,Place_5,74.0,8.0,8.0,88.0,13.0,SEDANG
13267,Place_5,63.0,9.0,5.0,75.0,10.0,SEDANG
13268,Place_5,61.0,8.0,5.0,71.0,10.0,SEDANG
13269,Place_5,66.0,8.0,6.0,85.0,10.0,SEDANG
13270,Place_5,72.0,8.0,8.0,118.0,13.0,TIDAK SEHAT
13271,Place_5,64.0,9.0,5.0,66.0,10.0,SEDANG
13272,Place_5,88.0,6.0,13.0,69.0,17.0,SEDANG
13273,Place_5,53.0,6.0,6.0,66.0,9.0,SEDANG
13274,Place_5,56.0,8.0,7.0,59.0,10.0,SEDANG
13275,Place_5,61.0,8.0,9.0,77.0,13.0,SEDANG
13276,Place_5,75.0,8.0,10.0,125.0,10.0,TIDAK SEHAT
13277,Place_5,75.0,6.0,7.0,64.0,9.0,SEDANG
13278,Place_5,70.0,7.0,10.0,139.0,12.0,TIDAK SEHAT
13279,Place_5,58.0,8.0,6.0,85.0,12.0,SEDANG
13280,Place_5,68.0,8.0,7.0,64.0,8.0,SEDANG
13281,Place_5,63.0,7.0,7.0,81.0,8.0,SEDANG
13282,Place_5,66.0,7.0,8.0,86.0,10.0,SEDANG
13283,Place_5,78.0,8.0,11.0,98.0,13.0,SEDANG
13284,Place_5,66.0,9.0,7.0,94.0,11.0,SEDANG
13285,Place_5,65.0,10.0,6.0,70.0,13.0,SEDANG
13286,Place_5,76.0,8.0,9.0,105.0,11.0,TIDAK SEHAT
13287,Place_5,64.0,6.0,5.0,85.0,12.0,SEDANG
13288,Place_5,66.0,7.0,8.0,82.0,11.0,SEDANG
13289,Place_5,52.0,7.0,7.0,63.0,12.0,SEDANG
13290,Place_5,68.0,7.0,9.0,138.0,10.0,TIDAK SEHAT
13291,Place_5,77.0,7.0,9.0,75.0,9.0,SEDANG
13292,Place_5,69.0,10.0,8.0,91.0,10.0,SEDANG
13293,Place_5,71.0,8.0,8.0,66.0,11.0,SEDANG
13294,Place_5,62.0,6.0,6.0,134.0,9.0,TIDAK SEHAT
13295,Place_5,66.0,6.0,7.0,93.0,8.0,SEDANG
13296,Place_5,61.0,7.0,6.0,128.0,9.0,TIDAK SEHAT
13297,Place_5,60.0,8.0,5.0,79.0,8.0,SEDANG
13298,Place_5,76.0,7.0,7.0,117.0,11.0,TIDAK SEHAT
13299,Place_5,50.0,7.0,5.0,88.0,8.0,SEDANG
13300,Place_5,60.0,8.0,5.0,82.0,9.0,SEDANG
13301,Place_5,68.0,9.0,5.0,84.0,8.0,SEDANG
13302,Place_5,74.0,10.0,7.0,82.0,8.0,SEDANG
13303,Place_5,73.0,7.0,8.0,54.0,9.0,SEDANG
13304,Place_5,89.0,10.0,11.0,85.0,16.0,SEDANG
13305,Place_5,82.0,10.0,10.0,110.0,13.0,TIDAK SEHAT
13306,Place_5,75.0,7.0,9.0,110.0,10.0,TIDAK SEHAT
13307,Place_5,73.0,8.0,5.0,91.0,9.0,SEDANG
13308,Place_5,74.0,9.0,6.0,105.0,11.0,TIDAK SEHAT
13309,Place_5,69.0,7.0,6.0,134.0,7.0,TIDAK SEHAT
13310,Place_5,61.0,8.0,6.0,79.0,11.0,SEDANG
13311,Place_5,90.0,9.0,11.0,88.0,21.0,SEDANG
13312,Place_5,70.0,8.0,9.0,117.0,12.0,TIDAK SEHAT
13313,Place_5,60.0,7.0,5.0,81.0,11.0,SEDANG
13314,Place_5,71.0,7.0,8.0,77.0,12.0,SEDANG
13315,Place_5,62.0,8.0,7.0,88.0,10.0,SEDANG
13316,Place_5,57.0,7.0,7.0,74.0,11.0,SEDANG
13317,Place_5,59.0,7.0,6.0,85.0,8.0,SEDANG
13318,Place_5,54.0,8.0,6.0,76.0,9.0,SEDANG
13319,Place_5,59.0,8.0,7.0,60.0,11.0,SEDANG
13320,Place_5,56.0,9.0,6.0,37.0,13.0,SEDANG
13321,Place_5,56.0,9.0,6.0,55.0,10.0,SEDANG
13322,Place_5,76.0,8.0,12.0,109.0,11.0,TIDAK SEHAT
13323,Place_5,56.0,11.0,5.0,91.0,12.0,SEDANG
13324,Place_5,57.0,9.0,8.0,77.0,11.0,SEDANG
13325,Place_5,58.0,11.0,9.0,72.0,13.0,SEDANG
13326,Place_5,62.0,8.0,10.0,91.0,16.0,SEDANG
13327,Place_5,52.0,7.0,14.0,99.0,19.0,SEDANG
13328,Place_5,57.0,9.0,21.0,89.0,19.0,SEDANG
13329,Place_5,69.0,7.0,10.0,110.0,11.0,TIDAK SEHAT
13330,Place_5,67.0,7.0,13.0,75.0,12.0,SEDANG
13331,Place_5,65.0,7.0,9.0,60.0,20.0,SEDANG
13332,Place_5,62.0,7.0,11.0,81.0,14.0,SEDANG
13333,Place_5,61.0,6.0,15.0,70.0,12.0,SEDANG
13334,Place_5,77.0,8.0,12.0,87.0,13.0,SEDANG
13335,Place_5,72.0,8.0,7.0,74.0,17.0,SEDANG
13336,Place_5,64.0,8.0,10.0,97.0,11.0,SEDANG
13337,Place_5,70.0,8.0,12.0,98.0,12.0,SEDANG
13338,Place_5,66.0,8.0,7.0,83.0,8.0,SEDANG
13339,Place_5,79.0,8.0,10.0,88.0,13.0,SEDANG
13340,Place_5,80.0,7.0,11.0,118.0,11.0,TIDAK SEHAT
13341,Place_5,85.0,9.0,10.0,128.0,13.0,TIDAK SEHAT
13342,Place_5,80.0,8.0,12.0,84.0,13.0,SEDANG
13343,Place_5,64.0,7.0,25.0,51.0,14.0,SEDANG
13344,Place_5,75.0,9.0,12.0,127.0,10.0,TIDAK SEHAT
13345,Place_5,68.0,7.0,8.0,68.0,10.0,SEDANG
13346,Place_5,76.0,10.0,13.0,87.0,15.0,SEDANG
13347,Place_5,55.0,7.0,8.0,140.0,10.0,TIDAK SEHAT
13348,Place_5,65.0,11.0,16.0,113.0,16.0,TIDAK SEHAT
13349,Place_5,61.0,9.0,10.0,81.0,13.0,SEDANG
13350,Place_5,52.0,12.0,12.0,63.0,12.0,SEDANG
13351,Place_5,44.0,9.0,6.0,27.0,11.0,BAIK
13352,Place_5,51.0,7.0,4.0,35.0,5.0,SEDANG
13353,Place_5,64.0,7.0,5.0,41.0,9.0,SEDANG
13354,Place_5,48.0,8.0,3.0,83.0,6.0,SEDANG
13355,Place_5,61.0,8.0,4.0,88.0,7.0,SEDANG
13356,Place_5,63.0,10.0,4.0,85.0,10.0,SEDANG
13357,Place_5,66.0,9.0,7.0,34.0,16.0,SEDANG
13358,Place_5,55.0,9.0,5.0,63.0,9.0,SEDANG
13359,Place_5,70.0,10.0,9.0,81.0,13.0,SEDANG
13360,Place_5,52.0,8.0,4.0,68.0,5.0,SEDANG
13361,Place_5,71.0,10.0,11.0,106.0,16.0,TIDAK SEHAT
13362,Place_5,50.0,9.0,4.0,95.0,8.0,SEDANG
13363,Place_5,64.0,8.0,8.0,65.0,12.0,SEDANG
13364,Place_5,61.0,8.0,11.0,86.0,17.0,SEDANG
13365,Place_5,67.0,10.0,7.0,63.0,9.0,SEDANG
13366,Place_5,53.0,9.0,9.0,133.0,13.0,TIDAK SEHAT
13367,Place_5,60.0,11.0,10.0,97.0,17.0,SEDANG
13368,Place_5,57.0,9.0,8.0,54.0,11.0,SEDANG
13369,Place_5,59.0,13.0,9.0,79.0,4.0,SEDANG
13370,Place_5,62.0,7.0,11.0,60.0,2.0,SEDANG
13371,Place_5,45.0,8.0,12.0,142.0,3.0,TIDAK SEHAT
13372,Place_5,62.0,12.0,6.0,69.0,3.0,SEDANG
13373,Place_5,46.0,9.0,7.0,51.0,2.0,SEDANG
13374,Place_5,51.0,11.0,13.0,32.0,3.0,SEDANG
13375,Place_5,29.0,10.0,6.0,37.0,4.0,BAIK
13376,Place_5,57.0,4.0,59.0,64.0,8.0,SEDANG
13377,Place_5,37.0,1.0,18.0,81.0,7.0,SEDANG
13378,Place_5,32.0,1.0,18.0,77.0,10.0,SEDANG
13379,Place_5,75.0,2.0,56.0,88.0,21.0,SEDANG
13380,Place_5,56.0,3.0,23.0,74.0,10.0,SEDANG
13381,Place_5,55.0,3.0,30.0,43.0,9.0,SEDANG
13382,Place_5,41.0,1.0,12.0,21.0,5.0,BAIK
13383,Place_5,24.0,2.0,9.0,21.0,4.0,BAIK
13384,Place_5,31.0,3.0,15.0,27.0,6.0,BAIK
13385,Place_5,32.0,2.0,9.0,32.0,5.0,BAIK
13386,Place_5,54.0,7.0,20.0,56.0,7.0,SEDANG
13387,Place_5,51.0,7.0,17.0,49.0,10.0,SEDANG
13388,Place_5,57.0,4.0,26.0,49.0,17.0,SEDANG
13389,Place_5,61.0,7.0,19.0,36.0,7.0,SEDANG
13390,Place_5,53.0,4.0,14.0,50.0,7.0,SEDANG
13391,Place_5,30.0,4.0,11.0,34.0,6.0,BAIK
13392,Place_5,22.0,1.0,11.0,42.0,4.0,BAIK
13393,Place_5,67.0,3.0,44.0,44.0,10.0,SEDANG
13394,Place_5,45.0,4.0,24.0,43.0,9.0,BAIK
13395,Place_5,62.0,3.0,35.0,61.0,11.0,SEDANG
13396,Place_5,53.0,7.0,21.0,39.0,10.0,SEDANG
13397,Place_5,36.0,3.0,11.0,23.0,3.0,BAIK
13398,Place_5,21.0,1.0,7.0,23.0,3.0,BAIK
13399,Place_5,26.0,4.0,9.0,33.0,6.0,BAIK
13400,Place_5,48.0,3.0,17.0,33.0,8.0,BAIK
13401,Place_5,51.0,1.0,41.0,22.0,8.0,SEDANG
13402,Place_5,26.0,1.0,9.0,31.0,4.0,BAIK
13403,Place_5,44.0,1.0,23.0,85.0,11.0,SEDANG
13404,Place_5,38.0,1.0,22.0,50.0,11.0,BAIK
13405,Place_5,34.0,3.0,25.0,39.0,12.0,BAIK
13406,Place_5,52.0,8.0,18.0,38.0,8.0,SEDANG
13407,Place_5,33.0,4.0,14.0,35.0,7.0,BAIK
13408,Place_5,40.0,2.0,31.0,33.0,9.0,BAIK
13409,Place_5,47.0,2.0,19.0,39.0,13.0,BAIK
13410,Place_5,32.0,1.0,16.0,37.0,11.0,BAIK
13411,Place_5,37.0,1.0,25.0,36.0,13.0,BAIK
13412,Place_5,53.0,2.0,27.0,36.0,8.0,SEDANG
13413,Place_5,37.0,2.0,13.0,32.0,11.0,BAIK
13414,Place_5,53.0,3.0,15.0,38.0,8.0,SEDANG
13415,Place_5,41.0,1.0,12.0,39.0,8.0,BAIK
13416,Place_5,56.0,2.0,30.0,37.0,12.0,SEDANG
13417,Place_5,47.0,1.0,13.0,37.0,8.0,BAIK
13418,Place_5,67.0,3.0,43.0,36.0,10.0,SEDANG
13419,Place_5,63.0,3.0,23.0,34.0,10.0,SEDANG
13420,Place_5,47.0,1.0,16.0,30.0,11.0,BAIK
13421,Place_5,33.0,1.0,13.0,30.0,9.0,BAIK
13422,Place_5,54.0,2.0,25.0,35.0,9.0,SEDANG
13423,Place_5,56.0,1.0,23.0,43.0,9.0,SEDANG
13424,Place_5,61.0,1.0,22.0,47.0,9.0,SEDANG
13425,Place_5,37.0,1.0,11.0,35.0,6.0,BAIK
13426,Place_5,42.0,2.0,29.0,35.0,13.0,BAIK
13427,Place_5,41.0,1.0,21.0,51.0,12.0,SEDANG
13428,Place_5,71.0,2.0,53.0,51.0,15.0,SEDANG
13429,Place_5,55.0,2.0,22.0,46.0,11.0,SEDANG
13430,Place_5,55.0,3.0,19.0,58.0,8.0,SEDANG
13431,Place_5,37.0,4.0,11.0,60.0,6.0,SEDANG
13432,Place_5,56.0,2.0,60.0,61.0,14.0,SEDANG
13433,Place_5,35.0,2.0,19.0,49.0,11.0,BAIK
13434,Place_5,58.0,3.0,22.0,56.0,10.0,SEDANG
13435,Place_5,58.0,2.0,14.0,77.0,9.0,SEDANG
13436,Place_5,70.0,3.0,30.0,65.0,13.0,SEDANG
13437,Place_5,58.0,4.0,18.0,51.0,9.0,SEDANG
13438,Place_5,78.0,3.0,37.0,40.0,12.0,SEDANG
13439,Place_5,82.0,7.0,43.0,45.0,10.0,SEDANG
13440,Place_5,113.0,4.0,61.0,66.0,20.0,TIDAK SEHAT
13441,Place_5,76.0,4.0,35.0,61.0,12.0,SEDANG
13442,Place_5,75.0,7.0,22.0,62.0,11.0,SEDANG
13443,Place_5,91.0,4.0,36.0,75.0,11.0,SEDANG
13444,Place_5,52.0,3.0,13.0,73.0,7.0,SEDANG
13445,Place_5,43.0,3.0,26.0,48.0,9.0,BAIK
13446,Place_5,31.0,2.0,26.0,43.0,13.0,BAIK
13447,Place_5,43.0,2.0,22.0,41.0,12.0,BAIK
13448,Place_5,52.0,3.0,28.0,42.0,15.0,SEDANG
13449,Place_5,50.0,3.0,33.0,50.0,24.0,BAIK
13450,Place_5,65.0,2.0,47.0,83.0,15.0,SEDANG
13451,Place_5,105.0,4.0,119.0,86.0,24.0,TIDAK SEHAT
13452,Place_5,74.0,3.0,31.0,73.0,12.0,SEDANG
13453,Place_5,55.0,3.0,18.0,66.0,8.0,SEDANG
13454,Place_5,64.0,4.0,28.0,88.0,13.0,SEDANG
13455,Place_5,62.0,4.0,28.0,79.0,13.0,SEDANG
13456,Place_5,62.0,4.0,19.0,63.0,8.0,SEDANG
13457,Place_5,105.0,6.0,54.0,190.0,19.0,TIDAK SEHAT
13458,Place_5,80.0,5.0,36.0,98.0,20.0,SEDANG
13459,Place_5,79.0,4.0,31.0,84.0,19.0,SEDANG
13460,Place_5,89.0,4.0,39.0,65.0,8.0,SEDANG
13461,Place_5,82.0,3.0,24.0,76.0,10.0,SEDANG
13462,Place_5,92.0,3.0,56.0,62.0,21.0,SEDANG
13463,Place_5,69.0,2.0,59.0,66.0,9.0,SEDANG
13464,Place_5,86.0,4.0,54.0,60.0,13.0,SEDANG
13465,Place_5,75.0,4.0,31.0,83.0,18.0,SEDANG
13466,Place_5,111.0,3.0,69.0,90.0,23.0,TIDAK SEHAT
13467,Place_5,97.0,3.0,48.0,59.0,12.0,SEDANG
13468,Place_5,87.0,3.0,32.0,108.0,11.0,TIDAK SEHAT
13469,Place_5,77.0,3.0,51.0,83.0,15.0,SEDANG
13470,Place_5,76.0,6.0,30.0,98.0,17.0,SEDANG
13471,Place_5,86.0,5.0,37.0,195.0,17.0,TIDAK SEHAT
13472,Place_5,64.0,6.0,18.0,88.0,7.0,SEDANG
13473,Place_5,64.0,4.0,20.0,54.0,9.0,SEDANG
13474,Place_5,46.0,3.0,17.0,70.0,7.0,SEDANG
13475,Place_5,83.0,4.0,50.0,75.0,12.0,SEDANG
13476,Place_5,62.0,3.0,21.0,63.0,9.0,SEDANG
13477,Place_5,54.0,3.0,17.0,83.0,10.0,SEDANG
13478,Place_5,100.0,6.0,85.0,65.0,24.0,SEDANG
13479,Place_5,63.0,9.0,11.0,65.0,8.0,SEDANG
13480,Place_5,66.0,5.0,23.0,118.0,13.0,TIDAK SEHAT
13481,Place_5,66.0,3.0,21.0,91.0,9.0,SEDANG
13482,Place_5,71.0,5.0,29.0,89.0,8.0,SEDANG
13483,Place_5,81.0,5.0,30.0,111.0,13.0,TIDAK SEHAT
13484,Place_5,74.0,5.0,11.0,109.0,14.0,TIDAK SEHAT
13485,Place_5,69.0,4.0,11.0,133.0,12.0,TIDAK SEHAT
13486,Place_5,90.0,4.0,11.0,146.0,12.0,TIDAK SEHAT
13487,Place_5,83.0,6.0,52.0,162.0,12.0,TIDAK SEHAT
13488,Place_5,53.0,4.0,14.0,94.0,9.0,SEDANG
13489,Place_5,46.0,3.0,12.0,119.0,9.0,TIDAK SEHAT
13490,Place_5,58.0,5.0,24.0,93.0,9.0,SEDANG
13491,Place_5,43.0,4.0,9.0,78.0,4.0,SEDANG
13492,Place_5,51.0,3.0,10.0,57.0,3.0,SEDANG
13493,Place_5,62.0,5.0,17.0,78.0,7.0,SEDANG
13494,Place_5,68.0,5.0,26.0,94.0,18.0,SEDANG
13495,Place_5,59.0,3.0,13.0,88.0,9.0,SEDANG
13496,Place_5,51.0,4.0,17.0,87.0,6.0,SEDANG
13497,Place_5,49.0,4.0,20.0,99.0,7.0,SEDANG
13498,Place_5,48.0,3.0,10.0,98.0,4.0,SEDANG
13499,Place_5,84.0,4.0,21.0,59.0,11.0,SEDANG
13500,Place_5,66.0,6.0,46.0,158.0,15.0,TIDAK SEHAT
13501,Place_5,55.0,4.0,38.0,106.0,14.0,TIDAK SEHAT
13502,Place_5,51.0,3.0,26.0,76.0,13.0,SEDANG
13503,Place_5,57.0,4.0,18.0,94.0,11.0,SEDANG
13504,Place_5,33.0,3.0,7.0,51.0,5.0,SEDANG
13505,Place_5,64.0,4.0,40.0,180.0,12.0,TIDAK SEHAT
13506,Place_5,54.0,4.0,21.0,123.0,6.0,TIDAK SEHAT
13507,Place_5,37.0,4.0,9.0,64.0,4.0,SEDANG
13508,Place_5,45.0,5.0,13.0,163.0,11.0,TIDAK SEHAT
13509,Place_5,44.0,3.0,14.0,162.0,6.0,TIDAK SEHAT
13510,Place_5,55.0,4.0,20.0,178.0,12.0,TIDAK SEHAT
13511,Place_5,54.0,5.0,23.0,165.0,13.0,TIDAK SEHAT
13512,Place_5,62.0,5.0,18.0,85.0,17.0,SEDANG
13513,Place_5,68.0,5.0,28.0,94.0,13.0,SEDANG
13514,Place_5,88.0,5.0,39.0,131.0,14.0,TIDAK SEHAT
13515,Place_5,85.0,4.0,97.0,144.0,16.0,TIDAK SEHAT
13516,Place_5,65.0,5.0,11.0,137.0,9.0,TIDAK SEHAT
13517,Place_5,66.0,5.0,11.0,94.0,12.0,SEDANG
13518,Place_5,63.0,7.0,11.0,107.0,12.0,TIDAK SEHAT
13519,Place_5,72.0,5.0,11.0,144.0,10.0,TIDAK SEHAT
13520,Place_5,62.0,4.0,34.0,129.0,14.0,TIDAK SEHAT
13521,Place_5,55.0,4.0,26.0,200.0,12.0,SANGAT TIDAK SEHAT
13522,Place_5,70.0,5.0,24.0,165.0,11.0,TIDAK SEHAT
13523,Place_5,67.0,4.0,23.0,169.0,11.0,TIDAK SEHAT
13524,Place_5,70.0,4.0,37.0,144.0,17.0,TIDAK SEHAT
13525,Place_5,89.0,6.0,11.0,200.0,10.0,SANGAT TIDAK SEHAT
13526,Place_5,58.0,5.0,11.0,195.0,10.0,TIDAK SEHAT
13527,Place_5,62.0,6.0,21.0,139.0,9.0,TIDAK SEHAT
13528,Place_5,69.0,4.0,37.0,75.0,10.0,SEDANG
13529,Place_5,52.0,4.0,22.0,106.0,13.0,TIDAK SEHAT
13530,Place_5,60.0,6.0,27.0,190.0,9.0,TIDAK SEHAT
13531,Place_5,74.0,5.0,30.0,121.0,11.0,TIDAK SEHAT
13532,Place_5,58.0,7.0,34.0,133.0,20.0,TIDAK SEHAT
13533,Place_5,75.0,6.0,31.0,153.0,13.0,TIDAK SEHAT
13534,Place_5,59.0,6.0,18.0,108.0,13.0,TIDAK SEHAT
13535,Place_5,57.0,5.0,28.0,93.0,15.0,SEDANG
13536,Place_5,77.0,6.0,41.0,104.0,20.0,TIDAK SEHAT
13537,Place_5,78.0,6.0,41.0,109.0,12.0,TIDAK SEHAT
13538,Place_5,57.0,6.0,26.0,114.0,14.0,TIDAK SEHAT
13539,Place_5,77.0,5.0,45.0,211.0,11.0,SANGAT TIDAK SEHAT
13540,Place_5,59.0,5.0,11.0,161.0,10.0,TIDAK SEHAT
13541,Place_5,55.0,7.0,11.0,126.0,9.0,TIDAK SEHAT
13542,Place_5,67.0,8.0,25.0,99.0,12.0,SEDANG
13543,Place_5,59.0,4.0,25.0,100.0,12.0,SEDANG
13544,Place_5,80.0,6.0,35.0,136.0,13.0,TIDAK SEHAT
13545,Place_5,66.0,8.0,22.0,58.0,12.0,SEDANG
13546,Place_5,75.0,8.0,25.0,68.0,15.0,SEDANG
13547,Place_5,76.0,7.0,29.0,87.0,13.0,SEDANG
13548,Place_5,88.0,7.0,25.0,135.0,11.0,TIDAK SEHAT
13549,Place_5,82.0,6.0,29.0,94.0,14.0,SEDANG
13550,Place_5,96.0,8.0,43.0,79.0,13.0,SEDANG
13551,Place_5,81.0,8.0,31.0,64.0,12.0,SEDANG
13552,Place_5,80.0,6.0,32.0,73.0,13.0,SEDANG
13553,Place_5,67.0,6.0,27.0,97.0,13.0,SEDANG
13554,Place_5,70.0,5.0,31.0,65.0,11.0,SEDANG
13555,Place_5,69.0,6.0,11.0,214.0,21.0,SANGAT TIDAK SEHAT
13556,Place_5,52.0,5.0,25.0,205.0,17.0,SANGAT TIDAK SEHAT
13557,Place_5,78.0,6.0,47.0,65.0,18.0,SEDANG
13558,Place_5,53.0,4.0,35.0,65.0,11.0,SEDANG
13559,Place_5,55.0,6.0,32.0,65.0,16.0,SEDANG
13560,Place_5,53.0,7.0,24.0,117.0,14.0,TIDAK SEHAT
13561,Place_5,66.0,6.0,34.0,87.0,16.0,SEDANG
13562,Place_5,51.0,5.0,22.0,66.0,12.0,SEDANG
13563,Place_5,66.0,7.0,31.0,59.0,13.0,SEDANG
13564,Place_5,63.0,7.0,27.0,69.0,11.0,SEDANG
13565,Place_5,79.0,5.0,80.0,88.0,18.0,SEDANG
13566,Place_5,51.0,6.0,34.0,67.0,19.0,SEDANG
13567,Place_5,95.0,9.0,50.0,65.0,17.0,SEDANG
13568,Place_5,55.0,9.0,17.0,80.0,9.0,SEDANG
13569,Place_5,73.0,9.0,23.0,83.0,17.0,SEDANG
13570,Place_5,67.0,9.0,23.0,117.0,10.0,TIDAK SEHAT
13571,Place_5,60.0,9.0,20.0,81.0,12.0,SEDANG
13572,Place_5,69.0,9.0,24.0,65.0,13.0,SEDANG
13573,Place_5,88.0,9.0,27.0,96.0,11.0,SEDANG
13574,Place_5,90.0,9.0,47.0,62.0,13.0,SEDANG
13575,Place_5,57.0,8.0,16.0,61.0,10.0,SEDANG
